pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1,605540,Brandon Woodruff,30,3.3,1,3,null,4,2.031,1.482,0.753,1,1,102.4,28,2286,91.5,90,0,1,0,-1.5,5.2,122,152,114,151,278,330,306
1,408252,Brandon Phillips,112,0.9,1,3,null,4,2.031,1.977,0.979,1,1,108.5,30,2187,95.2,95.2,0,1,0,0,6.1,85,152,109,149,307,322,288
1,607752,Sam Travis,158,0.6,1,3,null,4,2.031,0.525,0.258,1,1,97.1,33,2027,83.8,83.6,0,1,0,-0.2,5.7,110,153,109,149,275,314,298
1,446192,Adam Moore,69,1.4,1,3,null,4,2.031,1.844,0.926,1,1,105.1,27,2090,82,80.5,0,1,0,-1.5,5.1,114,154,113,155,294,316,298
1,605361,Nick Martini,747,0.1,1,3,null,4,2.031,0.063,0.042,1,1,95.6,40,1617,58.6,56.5,0,1,0,-2.1,4.2,123,149,112,152,289,309,291
1,622046,Chris Shaw,224,0.4,1,3,null,4,2.031,1.982,0.979,1,1,108.3,26,2268,85.8,85.4,0,1,0,-0.4,5.4,130,151,125,153,308,340,316
1,624419,Nick Ciuffo,177,0.6,1,3,null,4,2.031,0.255,0.15,1,1,93.1,30,2412,90.7,89.4,0,1,0,-1.3,5.8,123,158,107,153,275,312,291
1,624414,Christian Arroyo,228,0.4,1,3,null,4,2.031,0.813,0.421,1,1,101.3,35,2459,87,86.1,0,1,0,-0.9,6,118,160,118,150,305,330,296
1,453203,Shane Robinson,202,0.5,1,3,null,4,2.031,1.149,0.629,1,1,99.5,29,2141,92.5,91.8,0,1,0,-0.7,5.9,124,157,110,142,294,300,275
1,592273,Brandon Drury,336,0.3,1,3,null,4,2.031,1.076,0.65,1,1,101.4,24,2770,86.5,85.2,0,1,0,-1.3,5.5,87,150,119,149,312,331,298
1,644337,Nate Orf,112,0.9,1,3,null,4,2.031,0.18,0.121,1,1,92.3,30,2407,80.6,79.9,0,1,0,-0.7,5.9,112,152,118,148,297,315,289
1,593647,Socrates Brito,175,0.6,1,3,null,4,2.031,0.859,0.595,1,1,100,24,1696,85.6,85.4,0,1,0,-0.2,5.9,119,149,110,156,274,322,317
1,518542,Juan Centeno,144,0.7,1,3,null,4,2.031,0.752,0.471,1,1,97.7,26,2262,92.6,93,0,1,0,0.4,6.3,118,147,114,152,275,316,292
1,488681,Brandon Barnes,90,1.1,1,3,null,4,2.031,0.353,0.16,1,1,99.2,38,2206,88.3,88.5,0,1,0,0.2,6.5,117,152,117,143,300,322,302
1,664702,Myles Straw,40,2.5,1,3,null,4,2.031,0.746,0.413,1,1,98,29,2344,93.8,94.2,0,1,0,0.4,6.6,111,150,106,144,310,315,275
1,542908,Jett Bandy,288,0.3,1,3,null,4,2.031,0.868,0.4,1,1,99,31,1921,91.7,91.1,0,1,0,-0.6,6,119,153,116,151,301,319,290
1,488771,Jason Castro,331,0.3,1,3,null,4,2.031,1.566,0.89,1,1,106,22,1871,88.6,86.4,0,1,0,-2.2,5.2,117,183,150,110,289,315,292
1,452657,Jon Lester,247,0.4,1,3,null,4,2.031,1.342,0.81,1,1,102.8,23,2272,95.5,96.4,0,1,0,0.9,6.3,125,137,102,141,289,315,298
1,605520,Mitch Walding,87,1.1,1,3,null,4,2.031,1.448,0.724,1,1,103.9,33,null,61,59.2,0,1,0,-1.8,5.2,126,148,110,153,297,320,292
1,650490,Yandy Diaz,470,0.2,1,3,null,4,2.031,1.149,0.629,1,1,99.8,29,null,81.5,80,0,1,0,-1.5,5.2,119,156,123,146,296,311,290
1,600301,Taylor Motter,150,0.7,1,3,null,4,2.031,1.865,0.95,1,1,105.5,26,1918,89.3,89.3,0,1,0,0,6.5,111,152,119,149,304,309,288
1,453385,Clayton Richard,168,0.6,1,3,null,4,2.031,1.416,0.732,1,1,104.7,34,2052,95.8,97.1,0,1,0,1.3,6.7,124,152,113,145,285,314,304
1,458675,Colby Rasmus,198,0.5,1,3,null,4,2.031,1.055,0.526,1,1,101.3,33,2507,94.7,93.4,0,1,0,-1.3,5.8,123,147,110,154,301,304,298
1,430935,Cole Hamels,99,1,1,3,null,4,2.031,1.775,0.926,1,1,105,25,2236,94.7,94.9,0,1,0,0.2,6.1,121,148,109,151,273,300,287
1,502226,Craig Gentry,649,0.2,1,3,null,4,2.031,1.27,0.695,1,1,101.1,27,2188,87.3,87.5,0,1,0,0.2,6.3,96,139,89,140,295,312,267
1,543148,Tim Federowicz,195,0.5,1,3,null,4,2.031,1.58,0.826,1,1,102.8,29,2092,92.4,92.9,0,1,0,0.5,6.4,113,151,115,146,290,319,292
1,592325,Ben Gamel,1193,0.1,1,3,null,4,2.031,1.231,0.81,1,1,105,21,2629,84.3,83,0,1,0,-1.3,5.6,122,145,114,145,268,298,297
1,621512,Tomas Nido,318,0.3,1,3,null,4,2.031,1.111,0.703,1,1,101.9,23,1800,87.4,87.5,0,1,0,0.1,6.4,111,156,114,150,293,318,291
1,605204,J.D. Davis,424,0.2,1,3,null,4,2.031,0.948,0.476,1,1,106.9,40,2563,94.4,93.4,0,1,0,-1,5.9,112,147,111,140,302,314,282
1,600303,Tommy La Stella,725,0.1,1,3,null,4,2.031,1.414,0.703,1,1,102.1,30,2215,94.8,94.3,0,1,0,-0.5,6,85,139,100,153,279,315,297
1,593495,Daniel Castro,180,0.6,1,3,null,4,2.031,0.449,0.3,1,1,96.5,26,2043,75.9,74.5,0,1,0,-1.4,5.5,94,148,103,148,311,315,293
1,488810,Tony Cruz,92,1.1,1,3,null,4,2.031,1.898,0.94,1,1,105.8,28,2278,92.3,92.5,0,1,0,0.2,6.1,116,151,119,139,319,326,293
1,605421,Michael Perez,299,0.3,1,3,null,4,2.031,0.665,0.518,1,1,99.7,21,2633,77.5,75.9,0,1,0,-1.6,4.9,120,150,112,141,268,288,287
1,641684,Michael Hermosillo,252,0.4,1,3,null,4,2.031,1.99,0.987,1,1,108.8,25,2364,88.1,87.3,0,1,0,-0.8,5.6,111,156,101,150,302,315,303
1,518595,Travis d'Arnaud,57,1.8,1,3,null,4,2.031,1.407,0.884,1,1,107.9,20,2061,92.8,93.2,0,1,0,0.4,6.7,119,154,112,149,295,311,287
1,489267,Adam Rosales,64,1.6,1,3,null,4,2.031,1.215,0.732,1,1,101.6,24,2304,88.2,87,0,1,0,-1.2,5.4,109,149,112,149,295,318,272
1,596103,Austin Slater,923,0.1,1,3,null,4,2.031,1.775,0.926,1,1,105,25,2330,95.4,94,0,1,0,-1.4,6,119,154,109,146,294,312,293
1,664058,David Fletcher,1175,0.1,1,3,null,4,2.031,0.911,0.524,1,1,98.9,26,1923,91.2,90.3,0,1,0,-0.9,5.8,101,156,99,148,293,313,304
1,571679,David Freitas,411,0.2,1,3,null,4,2.031,1.055,0.526,1,1,101.3,33,2184,92,90.1,0,1,0,-1.9,5.5,113,157,111,148,299,319,301
1,461858,Trevor Plouffe,51,2,1,3,null,4,2.031,1.482,0.753,1,1,101.7,28,2320,84.3,84,0,1,0,-0.3,6.4,111,142,113,144,267,313,279
1,519333,Matt Szczur,314,0.3,1,3,null,4,2.031,1.275,0.7,1,1,101.4,26,2397,88.7,87.9,0,1,0,-0.8,5.6,101,152,93,146,297,307,287
1,605474,Matt Skole,52,1.9,1,3,null,4,2.031,1.988,0.987,1,1,110.1,27,2098,89.9,89,0,1,0,-0.9,5.7,119,187,152,159,284,318,307
1,608475,Dawel Lugo,361,0.3,1,3,null,4,2.031,1.111,0.703,1,1,102.1,23,2138,95.6,96.5,0,1,0,0.9,6.9,86,143,111,142,300,295,283
1,553988,Dixon Machado,924,0.1,1,3,null,4,2.031,0.952,0.692,1,1,104.2,20,2420,93.1,92.7,0,1,0,-0.4,6.4,112,153,101,150,291,317,300
1,445988,Martin Prado,819,0.1,1,3,null,4,2.031,1.076,0.65,1,1,101.4,24,2173,89.7,88.4,0,1,0,-1.3,5.7,88,147,119,147,300,304,291
1,622226,Dylan Cozens,197,0.5,1,3,null,4,2.031,1.927,0.984,1,1,111.3,23,2422,97.8,97.1,0,1,0,-0.7,6.1,88,144,113,147,297,317,304
1,623993,Anthony Santander,432,0.2,1,3,null,4,2.031,1.411,0.687,1,1,105.2,35,2369,93.6,92.3,0,1,0,-1.3,5.9,null,null,null,null,null,null,null
1,458913,Eric Young Jr.,437,0.2,1,3,null,4,2.031,1.27,0.695,1,1,101.5,27,2180,88.3,87.6,0,1,0,-0.7,5.8,109,147,110,144,302,310,274
1,642180,Tyler Wade,273,0.4,1,3,null,4,2.031,1.286,0.71,1,1,101.1,28,2202,89.6,89.2,0,1,0,-0.4,6,120,150,116,153,278,311,298
1,543101,Anthony DeSclafani,153,0.7,1,3,null,4,2.031,1.342,0.81,1,1,102.7,23,2057,92.3,92.3,0,1,0,0,6,123,152,117,146,287,300,270
1,475115,Tyson Ross,193,0.5,1,3,null,4,2.031,1.482,0.753,1,1,101.5,28,2416,88.7,88.9,0,1,0,0.2,6.3,120,151,113,150,302,328,297
1,624407,Tzu-Wei Lin,297,0.3,1,3,null,4,2.031,1.105,0.737,1,1,103.5,21,1303,81.8,82.5,0,1,0,0.7,6.6,115,150,93,146,275,317,277
1,425772,Jeff Mathis,876,0.1,1,3,null,4,2.031,0.914,0.637,1,1,103,20,2288,96.4,96.6,0,1,0,0.2,6.2,106,152,119,148,302,328,307
1,664057,Andrew Stevenson,344,0.3,1,3,null,4,2.031,1.14,0.666,1,1,101.3,25,2630,86,85.7,0,1,0,-0.3,5.8,88,135,84,133,293,321,316
1,622682,Victor Reyes,817,0.1,1,3,null,4,2.031,1.472,0.742,1,1,101.7,27,2532,94.4,95.2,0,1,0,0.8,6.6,120,154,104,150,287,315,279
1,570481,Erik Gonzalez,510,0.2,1,3,null,4,2.031,1.856,0.953,1,1,106.1,25,2013,83.4,83.1,0,1,0,-0.3,5.9,116,150,118,146,293,327,279
1,596143,Luis Sardinas,76,1.3,1,3,null,4,2.031,0.137,0.1,1,1,92.3,33,2738,87.5,85.7,0,1,0,-1.8,5.4,119,146,117,149,279,310,300
1,502082,Lonnie Chisenhall,362,0.3,1,3,null,4,2.031,0.259,0.147,1,1,92.8,31,2156,93.6,95,0,1,0,1.4,6.8,125,147,111,148,307,326,303
1,602115,Gabriel Guerrero,72,1.4,1,3,null,4,2.031,1.898,0.94,1,1,106.4,28,2253,86.2,85.7,0,1,0,-0.5,5.9,112,154,115,150,299,317,297
1,621044,Jesmuel Valentin,376,0.3,1,3,null,4,2.031,0.341,0.216,1,1,93.8,28,2466,81.6,80.6,0,1,0,-1,5.6,118,154,121,145,284,315,282
1,657077,Alex Verdugo,347,0.3,1,3,null,4,2.031,1.055,0.526,1,1,100.6,33,2374,95.7,95.3,0,1,0,-0.4,6,124,151,109,156,284,320,308
1,607468,Alex Blandino,594,0.2,1,3,null,4,2.031,0.424,0.213,1,1,100.3,38,2454,94.4,94.8,0,1,0,0.4,6.5,118,151,115,148,303,315,276
1,608566,German Marquez,185,0.5,1,3,null,4,2.031,1.844,0.926,1,1,104.6,27,1835,71.7,71,0,1,0,-0.7,5.4,112,155,117,147,303,337,316
1,502117,Kristopher Negron,142,0.7,1,3,null,4,2.031,1.342,0.81,1,1,103.4,23,2226,76.8,75.2,0,1,0,-1.6,5,114,151,114,146,301,314,297
1,570482,Gio Urshela,175,0.6,1,3,null,4,2.031,1.141,0.61,1,1,100.2,30,1280,81.1,80.5,0,1,0,-0.6,5.8,85,143,110,139,303,326,305
1,592230,Kaleb Cowart,478,0.2,1,3,null,4,2.031,1.437,0.742,1,1,102.7,32,2059,95.9,95.6,0,1,0,-0.3,6.1,109,140,111,149,296,304,293
1,454560,A.J. Ellis,793,0.1,1,3,null,4,2.031,1.552,0.847,1,1,102.9,25,1656,83.8,84.3,0,1,0,0.5,6.3,117,158,109,152,306,324,287
1,595956,Cam Gallagher,264,0.4,1,3,null,4,2.031,0.987,0.524,1,1,100.5,31,2123,83.8,82.4,0,1,0,-1.4,5.1,113,155,120,147,310,324,292
1,620446,Richard Urena,405,0.2,1,3,null,4,2.031,1.422,0.834,1,1,104.6,22,2468,84.1,84,0,1,0,-0.1,6.2,116,151,120,149,290,298,279
1,434658,Rajai Davis,792,0.1,1,3,null,4,2.031,0.648,0.51,1,1,102.2,19,2303,89.7,89.4,0,1,0,-0.3,6.6,92,140,89,145,297,307,274
1,592680,Yadiel Rivera,642,0.2,1,3,null,4,2.031,1.424,0.784,1,1,102.2,26,1375,82.1,81.8,0,1,0,-0.3,6.1,115,152,122,148,307,305,282
1,606132,Raimel Tapia,104,1,1,3,null,4,2.031,0.959,0.592,1,1,100.4,25,2300,96.2,96.6,0,1,0,0.4,6.6,126,149,118,155,283,307,291
1,594838,Phil Gosselin,112,0.9,1,3,null,4,2.031,1.023,0.653,1,1,101.5,23,2315,95.9,95.1,0,1,0,-0.8,6.1,113,148,118,146,294,296,276
1,595918,A.J. Cole,12,8.3,1,3,null,4,2.031,0.919,0.679,1,1,105.2,19,2224,88.9,89.5,0,1,0,0.6,6.5,113,155,108,150,311,310,274
1,621107,Zach Eflin,172,0.6,1,3,null,4,2.031,1.731,0.94,1,1,106.1,23,2034,87.4,89,0,1,0,1.6,7.1,117,150,112,151,301,317,284
1,592407,Bryan Holaday,624,0.2,1,3,null,4,2.031,0.493,0.258,1,1,96.3,32,2002,93.5,93.1,0,1,0,-0.4,6.2,112,154,118,151,301,327,305
1,622194,Bruce Maxwell,217,0.5,1,3,null,4,2.031,1.97,0.982,1,1,108.4,25,2001,90.2,91.3,0,1,0,1.1,6.7,131,151,127,150,290,333,311
1,488721,Peter Bourjos,172,0.6,1,3,null,4,2.031,0.605,0.413,1,1,97.9,23,2281,91.6,91.4,0,1,0,-0.2,6,110,155,110,146,301,323,271
1,594011,Rosell Herrera,1126,0.1,1,3,null,4,2.031,0.994,0.708,1,1,102.8,21,2570,90.9,91.7,0,1,0,0.8,6.8,127,156,88,153,286,330,301
1,518902,Pete Kozma,276,0.4,1,3,null,4,2.031,0.968,0.513,1,1,98.6,27,2099,87.4,84.5,0,1,0,-2.9,5.1,108,155,118,149,300,312,270
1,593372,Carlos Martinez,128,0.8,1,3,null,4,2.031,1.776,0.905,1,1,103.6,26,2071,91.6,91,0,1,0,-0.6,6,114,155,88,148,282,295,258
1,542208,Carlos Perez,288,0.3,1,3,null,4,2.031,0.242,0.195,1,1,94,23,2284,88.3,88.1,0,1,0,-0.2,6,109,163,128,156,292,309,261
