pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
15,491676,Gorkys Hernandez,1772,0.8,1,3,null,4,2.031,1.219,0.649,15,15,102,29.3,2252,86.6,86.21,0,15,0,-0.4,5.85,105,146,96,142,306,321,291
15,489149,Logan Morrison,1455,1,1,3,null,4,2.031,1.497,0.764,15,15,105.1,30.2,2107,89.9,89.27,0,15,0,-0.6,5.86,118,169,135,153,291,321,300
14,435079,Ian Kinsler,2086,0.7,1,3,null,4,2.031,1.041,0.568,14,14,100.1,29.6,2274,87.5,86.95,0,14,0,-0.5,6.02,106,150,113,147,302,315,288
14,606299,Jose Peraza,2296,0.6,1,3,null,4,2.031,0.991,0.595,14,14,100.7,25.1,2093,90.2,89.44,0,14,0,-0.8,5.82,106,147,98,142,297,309,276
14,609275,Adalberto Mondesi,1080,1.3,1,3,null,4,2.031,1.593,0.805,14,14,104.5,29.6,2172,89.2,89.2,0,14,0,0,6.15,110,147,110,147,297,321,295
14,455976,Nick Markakis,2798,0.5,1,3,null,4,2.031,1.105,0.612,14,14,101,27.1,2207,89.5,89.04,0,14,0,-0.5,5.96,109,150,116,147,290,315,300
14,621020,Dansby Swanson,2145,0.7,1,3,null,4,2.031,1.258,0.661,14,14,101.4,28.7,2283,90.2,90.2,0,14,0,0,6.12,104,150,109,147,310,320,290
14,457759,Justin Turner,1733,0.8,1,3,null,4,2.031,1.492,0.79,14,14,103,27.5,2102,89.9,89.89,0,14,0,0,6.15,108,152,116,145,304,319,298
14,606466,Ketel Marte,2177,0.6,1,3,null,4,2.031,1.39,0.788,14,14,104.9,24,2238,87.6,87.01,0,14,0,-0.6,5.95,108,151,106,150,297,321,299
14,595978,Austin Hedges,1298,1.1,1,3,null,4,2.031,1.227,0.637,14,14,101.8,30.1,2252,89.7,89.51,0,14,0,-0.2,6.08,108,152,116,147,302,324,296
14,542340,Jonathan Villar,2178,0.6,1,3,null,4,2.031,1.527,0.812,14,14,103.6,27.1,2017,87.6,87.19,0,14,0,-0.4,6.04,109,146,101,147,291,315,296
14,446263,Lucas Duda,1496,0.9,1,3,null,4,2.031,1.531,0.805,14,14,105.9,27.8,2139,88,87.78,0,14,0,-0.2,6.01,110,171,151,153,297,322,304
14,474832,Brandon Belt,1844,0.8,1,3,null,4,2.031,1.353,0.681,14,14,104,32.1,2133,87.8,87.36,0,14,0,-0.4,5.94,119,162,121,154,293,323,301
14,543063,Brandon Crawford,2218,0.6,1,3,null,4,2.031,1.192,0.637,14,14,101.6,28.9,2341,86.6,86.08,0,14,0,-0.5,5.89,108,145,115,150,293,321,305
13,430832,Jose Bautista,1728,0.8,1,3,null,4,2.031,1.233,0.663,13,13,103,29.5,2162,89.3,88.93,0,13,0,-0.4,6,106,152,115,146,302,321,299
13,514888,Jose Altuve,2123,0.6,1,3,null,4,2.031,1.096,0.548,13,13,103.2,33.5,2213,87.6,86.99,0,13,0,-0.6,6.02,104,151,105,146,296,319,284
13,592178,Kris Bryant,1742,0.7,1,3,null,4,2.031,1.53,0.775,13,13,104.4,29.8,2198,87.8,87.01,0,13,0,-0.8,5.83,105,151,114,145,301,321,296
13,572816,Corey Dickerson,1986,0.7,1,3,null,4,2.031,1.435,0.73,13,13,104.3,29.5,2268,86.9,86.33,0,13,0,-0.6,5.92,119,148,115,150,298,315,300
13,520471,Freddy Galvis,2573,0.5,1,3,null,4,2.031,0.871,0.454,13,13,99.9,33.2,2222,88.4,88.2,0,13,0,-0.2,6.13,110,147,106,148,291,318,298
13,593934,Miguel Sano,1263,1,1,3,null,4,2.031,1.553,0.798,13,13,106,29.2,2249,89.3,88.91,0,13,0,-0.4,5.98,106,151,118,145,299,324,293
13,434158,Curtis Granderson,1752,0.7,1,3,null,4,2.031,0.931,0.477,13,13,100.8,33.2,2158,90.7,90.32,0,13,0,-0.4,6.2,119,160,122,149,290,319,298
13,448602,Mark Reynolds,962,1.4,1,3,null,4,2.031,1.359,0.711,13,13,103.3,28.9,2219,87.5,86.73,0,13,0,-0.8,5.78,110,152,117,146,308,323,302
13,598265,Jackie Bradley Jr.,2168,0.6,1,3,null,4,2.031,1.369,0.709,13,13,103.4,29.8,2335,91.4,90.75,0,13,0,-0.6,5.94,111,144,104,147,286,313,301
13,595909,Jake Cave,1246,1,1,3,null,4,2.031,1.702,0.872,13,13,106.3,26.9,2182,92.5,92.28,0,13,0,-0.2,6.21,116,151,115,150,288,319,299
13,475582,Ryan Zimmerman,1292,1,1,3,null,4,2.031,1.594,0.846,13,13,105.5,26.3,2270,89.8,89.92,0,13,0,0.1,6.23,116,155,116,148,306,324,302
13,493329,Yuli Gurriel,1908,0.7,1,3,null,4,2.031,0.702,0.436,13,13,98.3,25.8,2279,85.1,84.62,0,13,0,-0.5,6.1,110,150,114,147,296,320,288
13,518614,Daniel Descalso,1729,0.8,1,3,null,4,2.031,1.117,0.614,13,13,100.5,27.5,2342,92.3,91.78,0,13,0,-0.5,6.08,109,150,114,150,289,315,300
13,640461,Chad Pinder,1204,1.1,1,3,null,4,2.031,1.506,0.804,13,13,104.3,26.9,2199,82.5,82.06,0,13,0,-0.4,5.95,108,153,115,147,302,319,286
13,460086,Alex Gordon,2191,0.6,1,3,null,4,2.031,1.384,0.735,13,13,103.4,28.3,2212,88.3,87.85,0,13,0,-0.5,5.88,117,149,117,142,295,319,298
12,465041,Francisco Cervelli,1656,0.7,1,3,null,4,2.031,1.226,0.676,12,12,102.8,27.3,2271,90.3,90.18,0,12,0,-0.1,6.21,106,148,112,147,307,312,287
12,518586,Charlie Culberson,1172,1,1,3,null,4,2.031,1.035,0.549,12,12,100.5,30.8,2331,88.4,88.14,0,12,0,-0.3,5.97,106,146,105,144,302,317,290
12,656811,Ryan O'Hearn,699,1.7,1,3,null,4,2.031,1.324,0.702,12,12,103,29.1,2194,88.3,88.24,0,12,0,-0.1,6.09,109,147,116,148,290,316,300
12,458015,Joey Votto,2504,0.5,1,3,null,4,2.031,1.044,0.54,12,12,100.6,32.6,2239,86,85.19,0,12,0,-0.8,5.77,109,146,120,148,289,320,299
12,458731,Brett Gardner,2581,0.5,1,3,null,4,2.031,1.117,0.613,12,12,101.5,28.8,2318,91.4,90.86,0,12,0,-0.5,5.89,107,150,95,148,277,315,291
12,516770,Starlin Castro,2417,0.5,1,3,null,4,2.031,1.245,0.669,12,12,102.1,27.7,2160,88.1,87.43,0,12,0,-0.7,5.93,108,152,114,147,301,320,294
12,435559,Kurt Suzuki,1331,0.9,1,3,null,4,2.031,0.88,0.495,12,12,100.5,30.2,2230,88.4,87.97,0,12,0,-0.4,5.94,111,153,117,148,299,317,294
12,542921,Tim Beckham,1547,0.8,1,3,null,4,2.031,1.335,0.754,12,12,103.2,25.8,2151,88.1,87.64,0,12,0,-0.5,6.03,107,152,114,146,300,320,287
12,664056,Harrison Bader,1772,0.7,1,3,null,4,2.031,1.092,0.578,12,12,101.6,31.2,2276,88.7,88.29,0,12,0,-0.4,5.93,106,151,113,146,302,322,300
12,643603,Tyler White,1049,1.1,1,3,null,4,2.031,1.018,0.577,12,12,101.8,29.2,2306,90.5,90.43,0,12,0,-0.1,6.23,106,146,118,143,293,325,290
12,593160,Whit Merrifield,2733,0.4,1,3,null,4,2.031,1.156,0.608,12,12,102.1,31.5,2106,90.6,89.97,0,12,0,-0.6,5.81,106,149,108,146,296,315,284
12,605137,Josh Bell,2366,0.5,1,3,null,4,2.031,1.488,0.783,12,12,105.3,27.4,2195,91.6,90.92,0,12,0,-0.7,5.86,113,150,117,150,296,315,300
12,502517,Daniel Murphy,1275,0.9,1,3,null,4,2.031,1.186,0.631,12,12,101.3,29.1,2161,87.7,87.13,0,12,0,-0.6,5.87,113,151,115,148,294,314,298
11,501896,David Freese,1271,0.9,1,3,null,4,2.031,1.489,0.779,11,11,104.5,27.4,2203,90.8,90.23,0,11,0,-0.6,5.94,104,151,116,147,302,315,289
11,527038,Wilmer Flores,1602,0.7,1,3,null,4,2.031,0.816,0.476,11,11,99.1,28.4,2289,89.6,89.25,0,11,0,-0.3,6.08,114,154,116,146,304,319,292
11,435522,Neil Walker,1585,0.7,1,3,null,4,2.031,1.373,0.704,11,11,102.5,29.4,2175,88.1,87.91,0,11,0,-0.2,6.11,118,156,109,151,287,317,294
11,592743,Andrelton Simmons,1980,0.6,1,3,null,4,2.031,0.912,0.56,11,11,100.3,24.8,2130,85.1,84.47,0,11,0,-0.6,5.9,101,150,108,147,294,315,288
11,455104,Chris Iannetta,1487,0.7,1,3,null,4,2.031,1.512,0.79,11,11,105.4,27.7,2285,91.1,90.74,0,11,0,-0.4,5.86,111,152,114,148,314,329,303
11,592444,JaCoby Jones,1772,0.6,1,3,null,4,2.031,1.351,0.748,11,11,104.6,26,2287,88.8,87.7,0,11,0,-1.1,5.62,112,151,109,146,297,320,288
11,641343,Jake Bauers,1602,0.7,1,3,null,4,2.031,1.324,0.712,11,11,102.6,27.3,2226,88.4,87.75,0,11,0,-0.6,5.95,111,145,116,151,287,323,298
11,547982,Leonys Martin,1369,0.8,1,3,null,4,2.031,1.305,0.688,11,11,103.1,29.3,2159,89.5,89.25,0,11,0,-0.3,6.15,109,148,103,151,285,320,303
11,605119,Brian Anderson,2641,0.4,1,3,null,4,2.031,1.406,0.752,11,11,104.3,28.1,2108,92,91.95,0,11,0,-0.1,6.24,109,149,113,146,302,316,294
11,666971,Lourdes Gurriel Jr.,986,1.1,1,3,null,4,2.031,1.091,0.607,11,11,101.8,28.7,2106,87.1,85.84,0,11,0,-1.3,5.7,108,155,113,148,295,325,293
11,621446,Lewis Brinson,1580,0.7,1,3,null,4,2.031,1.537,0.811,11,11,106.4,27.3,2087,87.8,86.96,0,11,0,-0.8,5.74,109,152,108,147,304,319,293
11,456665,Steve Pearce,1047,1.1,1,3,null,4,2.031,1.563,0.814,11,11,105.2,27.8,2410,88.6,87.76,0,11,0,-0.8,5.84,105,152,115,147,289,323,300
11,500743,Miguel Rojas,1960,0.6,1,3,null,4,2.031,1.034,0.549,11,11,100.1,27.5,2286,92.7,92.64,0,11,0,-0.1,6.27,104,147,110,141,296,315,283
11,592567,Colin Moran,1723,0.6,1,3,null,4,2.031,1.427,0.742,11,11,102.7,28.8,2257,90.8,90.25,0,11,0,-0.6,5.89,124,153,123,151,293,309,299
11,452655,Denard Span,1935,0.6,1,3,null,4,2.031,1.207,0.71,11,11,101.4,25.4,2102,90.4,89.22,0,11,0,-1.2,5.68,118,150,113,152,276,312,295
11,641531,Hunter Dozier,1524,0.7,1,3,null,4,2.031,1.506,0.809,11,11,105.8,26.7,2340,92.5,92.07,0,11,0,-0.4,6,110,152,119,148,299,319,297
11,519023,Devin Mesoraco,1067,1,1,3,null,4,2.031,1.135,0.591,11,11,101.2,29.9,2170,91.6,91.35,0,11,0,-0.3,6.06,106,148,110,142,298,323,297
11,581527,Devon Travis,1394,0.8,1,3,null,4,2.031,1.278,0.682,11,11,102.3,27.6,2190,89.6,88.76,0,11,0,-0.8,5.75,103,145,108,140,299,314,288
11,576397,Jedd Gyorko,1588,0.7,1,3,null,4,2.031,1.336,0.687,11,11,102,29.3,2210,89.7,89.82,0,11,0,0.1,6.35,113,153,114,148,307,323,302
11,571976,Wil Myers,1419,0.8,1,3,null,4,2.031,1.306,0.691,11,11,104.4,27.8,2129,91.4,91.18,0,11,0,-0.2,6.15,110,153,118,148,302,327,302
11,595885,Greg Bird,1293,0.9,1,3,null,4,2.031,1.211,0.641,11,11,103.2,30.3,2312,89.8,89.8,0,11,0,0,6.24,122,167,130,153,294,321,292
10,595751,Jorge Alfaro,1334,0.7,1,3,null,4,2.031,1.784,0.9,10,10,108.1,28.2,2222,85.6,85.14,0,10,0,-0.5,6.02,105,148,113,145,296,319,289
10,429664,Robinson Cano,1256,0.8,1,3,null,4,2.031,1.401,0.772,10,10,104.4,25.9,2243,87.7,86.77,0,10,0,-0.9,5.7,117,146,121,149,283,312,299
10,519222,Austin Romine,997,1,1,3,null,4,2.031,1.117,0.661,10,10,101.7,24.4,2169,93.4,92.96,0,10,0,-0.4,5.97,107,150,115,145,302,318,286
10,542255,Ender Inciarte,2415,0.4,1,3,null,4,2.031,0.636,0.35,10,10,97.6,31.2,2230,89.3,89.06,0,10,0,-0.2,6.14,107,147,92,148,282,311,296
10,553869,Elias Diaz,1098,0.9,1,3,null,4,2.031,1.188,0.696,10,10,102.8,25.1,2240,84.6,83.66,0,10,0,-0.9,5.67,111,149,117,145,304,318,288
10,571466,Tucker Barnhart,1958,0.5,1,3,null,4,2.031,0.823,0.429,10,10,98.9,31.1,2180,88.8,88.91,0,10,0,0.1,6.31,102,155,110,149,286,317,293
10,456488,Eduardo Nunez,1701,0.6,1,3,null,4,2.031,0.842,0.542,10,10,98.6,25.2,2126,89.6,88.98,0,10,0,-0.6,5.97,104,145,110,141,287,314,293
10,545350,Jake Marisnick,890,1.1,1,3,null,4,2.031,1.388,0.726,10,10,103.5,28.7,2090,86.9,86.16,0,10,0,-0.7,5.92,106,150,115,145,300,319,285
10,575929,Willson Contreras,2120,0.5,1,3,null,4,2.031,1.239,0.682,10,10,103,25.8,2244,87.1,86.84,0,10,0,-0.3,6.07,109,151,109,147,293,313,298
10,460026,Nick Hundley,1140,0.9,1,3,null,4,2.031,0.977,0.537,10,10,100.7,29,2213,86.9,86.06,0,10,0,-0.8,5.69,107,154,116,148,301,315,287
10,642715,Willy Adames,1329,0.8,1,3,null,4,2.031,1.547,0.769,10,10,105.7,32,2297,91.4,90.8,0,10,0,-0.6,6.12,109,154,116,150,297,320,289
10,516416,Jean Segura,2209,0.5,1,3,null,4,2.031,1.445,0.75,10,10,103.2,27.7,2172,88.4,87.79,0,10,0,-0.6,5.93,108,150,107,148,294,308,279
10,624428,Adam Frazier,1363,0.7,1,3,null,4,2.031,0.953,0.531,10,10,99.3,28.6,2165,87.3,86.43,0,10,0,-0.9,5.61,119,146,100,146,282,305,292
10,596847,Ji-Man Choi,917,1.1,1,3,null,4,2.031,1.473,0.759,10,10,104.1,29.1,2199,90.8,90.19,0,10,0,-0.6,5.95,115,156,119,152,291,324,301
10,456715,Lorenzo Cain,2452,0.4,1,3,null,4,2.031,1.252,0.697,10,10,103.2,25.6,2161,88.4,87.62,0,10,0,-0.8,5.76,115,152,111,147,303,319,292
10,431145,Russell Martin,1474,0.7,1,3,null,4,2.031,0.972,0.549,10,10,100.2,27.6,2309,90.6,89.87,0,10,0,-0.7,5.86,103,150,116,146,299,317,290
9,624585,Jorge Soler,1039,0.9,1,3,null,4,2.031,1.507,0.783,9,9,105.9,28.8,2150,87.7,87.47,0,9,0,-0.2,6.08,109,150,120,146,302,323,303
9,457803,Jay Bruce,1423,0.6,1,3,null,4,2.031,1.265,0.638,9,9,102.4,31.8,2168,87.5,87.18,0,9,0,-0.3,6.11,119,167,123,145,293,322,303
9,553882,Omar Narvaez,1311,0.7,1,3,null,4,2.031,0.76,0.413,9,9,97.7,30.7,2129,88.6,88.28,0,9,0,-0.3,5.96,115,157,116,147,276,317,294
9,467055,Pablo Sandoval,1056,0.9,1,3,null,4,2.031,1.361,0.698,9,9,103.6,28.9,2262,90.7,90.26,0,9,0,-0.4,5.93,110,148,116,149,292,322,305
9,502143,Danny Valencia,1066,0.8,1,3,null,4,2.031,1.552,0.838,9,9,105.9,25.7,2247,86.1,86.02,0,9,0,-0.1,6.26,107,153,119,146,300,322,290
9,400121,Victor Martinez,1908,0.5,1,3,null,4,2.031,1.379,0.74,9,9,102.8,26.8,2349,89.6,88.93,0,9,0,-0.7,5.96,104,154,133,148,289,319,292
9,543484,Mikie Mahtook,1070,0.8,1,3,null,4,2.031,1.36,0.761,9,9,104.6,26.9,2292,89.7,89.88,0,9,0,0.2,6.23,105,151,111,145,302,317,288
9,621002,Daniel Robertson,1421,0.6,1,3,null,4,2.031,1.376,0.704,9,9,103,30.4,2221,87,85.38,0,9,0,-1.6,5.39,113,154,113,149,300,319,286
9,641933,Tyler O'Neill,566,1.6,1,3,null,4,2.031,1.373,0.689,9,9,105.4,32.2,2132,89.4,89.2,0,9,0,-0.2,6.08,107,153,115,145,308,330,303
9,541650,Hernan Perez,1266,0.7,1,3,null,4,2.031,1.442,0.801,9,9,103.8,24.9,2050,89.4,89.5,0,9,0,0.1,6.27,111,147,110,141,299,315,287
9,571974,John Ryan Murphy,910,1,1,3,null,4,2.031,1.378,0.691,9,9,103.4,31.3,2173,87.9,87.71,0,9,0,-0.2,6.08,106,152,114,146,301,318,295
9,472528,Luis Valbuena,1237,0.7,1,3,null,4,2.031,1.476,0.743,9,9,104.2,30.3,2180,90.9,90.22,0,9,0,-0.7,5.88,120,171,138,148,302,323,303
9,543308,John Hicks,1162,0.8,1,3,null,4,2.031,1.304,0.68,9,9,102,28.4,2201,85,84.43,0,9,0,-0.6,5.91,104,152,116,147,302,324,285
9,642708,Amed Rosario,2130,0.4,1,3,null,4,2.031,1.286,0.713,9,9,102.9,26.4,2266,88.7,88.33,0,9,0,-0.4,6.09,107,152,107,149,297,319,295
9,455117,Martin Maldonado,1520,0.6,1,3,null,4,2.031,1.1,0.557,9,9,101.8,33.1,2239,90.2,90.11,0,9,0,-0.1,6.2,111,152,120,148,293,314,285
9,595375,JT Riddle,1240,0.7,1,3,null,4,2.031,1.106,0.639,9,9,100,27.7,2205,90.3,90.39,0,9,0,0.1,6.31,113,147,108,151,286,313,299
9,460576,Carlos Gomez,1433,0.6,1,3,null,4,2.031,1.439,0.743,9,9,105.4,30.4,2148,86.2,85.36,0,9,0,-0.8,5.73,111,152,111,147,298,322,294
9,608654,Johnny Field,911,1,1,3,null,4,2.031,1.181,0.64,9,9,101.4,28.3,2223,87.5,86.91,0,9,0,-0.6,5.94,103,148,104,145,297,318,288
9,450314,Ben Zobrist,2018,0.4,1,3,null,4,2.031,0.856,0.508,9,9,100.3,29,2226,90.8,90.34,0,9,0,-0.5,5.97,118,150,110,150,291,314,301
9,543939,Kolten Wong,1512,0.6,1,3,null,4,2.031,1.081,0.589,9,9,102,29.9,2184,90.1,89.43,0,9,0,-0.7,5.98,112,150,103,151,289,320,300
9,444489,Manny Pina,1315,0.7,1,3,null,4,2.031,1.389,0.747,9,9,103.6,26.4,2302,92.4,92,0,9,0,-0.4,5.92,110,147,112,142,308,316,289
9,493316,Yoenis Cespedes,592,1.5,1,3,null,4,2.031,1.353,0.713,9,9,106.4,29.6,2265,85.8,85.46,0,9,0,-0.3,6.13,107,154,119,146,301,325,299
8,571437,Aaron Altherr,1155,0.7,1,3,null,4,2.031,1.562,0.795,8,8,104.3,28.6,2267,84.5,84.09,0,8,0,-0.4,6.09,103,149,110,142,295,321,288
8,593700,Alen Hanson,1130,0.7,1,3,null,4,2.031,1.119,0.619,8,8,101.8,28,2213,90.2,89.53,0,8,0,-0.7,5.79,98,147,94,150,293,318,298
8,451594,Dexter Fowler,1375,0.6,1,3,null,4,2.031,0.728,0.426,8,8,97.8,28.8,2158,92.1,92.04,0,8,0,-0.1,6.23,109,147,109,148,304,320,297
8,543510,James McCann,1832,0.4,1,3,null,4,2.031,1.137,0.599,8,8,101.5,29.5,2046,88.9,88.61,0,8,0,-0.3,6,103,152,114,145,304,325,287
8,518792,Jason Heyward,1830,0.4,1,3,null,4,2.031,1.326,0.745,8,8,103.7,25.5,2201,91.7,91.14,0,8,0,-0.6,6.04,102,147,109,149,300,320,299
8,572073,Joey Rickard,900,0.9,1,3,null,4,2.031,1.013,0.562,8,8,100.1,28.4,2212,92.5,92.35,0,8,0,-0.1,6.23,108,153,110,144,292,309,276
8,518626,Josh Donaldson,883,0.9,1,3,null,4,2.031,1.266,0.647,8,8,104.5,31,2140,89,88.23,0,8,0,-0.8,5.85,107,153,119,146,298,316,296
8,543281,Josh Harrison,1375,0.6,1,3,null,4,2.031,0.97,0.525,8,8,99.7,29.9,2059,86.4,86.11,0,8,0,-0.3,5.93,103,151,109,147,302,316,290
8,622534,Manuel Margot,1913,0.4,1,3,null,4,2.031,1.148,0.643,8,8,102.5,26.6,2095,84.9,84.16,0,8,0,-0.7,5.7,106,150,103,146,301,320,295
8,446308,Matt Wieters,1066,0.8,1,3,null,4,2.031,1.163,0.611,8,8,102.1,30.6,2089,92.5,91.79,0,8,0,-0.7,5.84,118,161,122,146,288,324,305
8,545358,Max Stassi,952,0.8,1,3,null,4,2.031,1.437,0.743,8,8,104.2,28.9,2389,91,90.59,0,8,0,-0.4,5.98,103,140,111,136,295,316,287
8,547170,Nicky Delmonico,1248,0.6,1,3,null,4,2.031,1.167,0.685,8,8,102.4,26.1,2233,89.2,88.88,0,8,0,-0.3,5.99,121,149,121,140,285,320,301
8,476883,Pedro Alvarez,537,1.5,1,3,null,4,2.031,1.419,0.732,8,8,108.5,30.6,2315,89.8,89.48,0,8,0,-0.3,6.16,105,157,131,151,292,316,298
8,600524,Renato Nunez,1037,0.8,1,3,null,4,2.031,1.339,0.735,8,8,104.1,27.3,2212,89.1,88.59,0,8,0,-0.5,6.04,104,153,115,144,295,320,287
8,664068,Scott Kingery,1964,0.4,1,3,null,4,2.031,1.133,0.643,8,8,102,26.6,2212,90.2,90.41,0,8,0,0.2,6.3,114,155,109,148,291,309,279
8,452095,Tyler Flowers,1214,0.7,1,3,null,4,2.031,1.417,0.753,8,8,104.9,27.8,2304,89,88.16,0,8,0,-0.8,5.75,110,151,116,148,302,315,288
8,622168,Yairo Munoz,1224,0.7,1,3,null,4,2.031,1.105,0.578,8,8,102.6,30.4,2176,87.6,87.1,0,8,0,-0.5,5.99,107,147,109,141,302,319,292
8,570560,Yolmer Sanchez,2627,0.3,1,3,null,4,2.031,1.369,0.764,8,8,102.7,24.8,2132,91.8,92.03,0,8,0,0.2,6.33,115,148,103,149,281,310,296
7,640447,Phillip Ervin,991,0.7,1,3,null,4,2.031,1.268,0.672,7,7,101.6,28,2228,90.9,90.96,0,7,0,0.1,6.24,106,153,113,148,301,318,290
7,543543,Brad Miller,974,0.7,1,3,null,4,2.031,1.414,0.767,7,7,104.5,26.4,2030,88.7,88.13,0,7,0,-0.6,6.03,113,149,110,149,292,324,303
7,608700,Kevin Plawecki,1068,0.7,1,3,null,4,2.031,1.272,0.683,7,7,102.3,28.6,2324,88.1,88.09,0,7,0,0,6.26,119,153,114,148,295,311,294
7,595281,Kevin Kiermaier,1357,0.5,1,3,null,4,2.031,1.207,0.643,7,7,100.7,27.4,2127,84.7,83.91,0,7,0,-0.8,5.83,107,147,101,148,289,322,295
7,621563,Joey Wendle,1981,0.4,1,3,null,4,2.031,1.563,0.839,7,7,104.6,25.6,2137,89.8,90.1,0,7,0,0.3,6.4,118,150,102,153,282,317,301
7,641598,Mitch Garver,1373,0.5,1,3,null,4,2.031,1.614,0.845,7,7,104.4,27.9,2406,89.6,89,0,7,0,-0.6,5.81,105,147,113,144,298,312,279
7,446386,Brandon Guyer,873,0.8,1,3,null,4,2.031,0.915,0.503,7,7,99.4,30.4,2299,91.3,91.19,0,7,0,-0.1,6.27,109,149,111,146,291,319,286
7,435263,Brian McCann,837,0.8,1,3,null,4,2.031,1.035,0.551,7,7,99.6,29.3,2250,91.5,90.94,0,7,0,-0.6,5.96,111,159,125,152,292,319,294
7,605486,Cory Spangenberg,1294,0.5,1,3,null,4,2.031,1.486,0.752,7,7,103,29.4,2289,89.2,88.69,0,7,0,-0.5,5.9,115,148,99,151,288,312,301
7,608385,Jesse Winker,1256,0.6,1,3,null,4,2.031,1.261,0.653,7,7,101.7,29.7,2291,90,89.3,0,7,0,-0.7,5.71,117,147,120,150,290,310,293
7,459964,Matt Joyce,999,0.7,1,3,null,4,2.031,1.573,0.802,7,7,104.2,29.9,2015,87.2,87.03,0,7,0,-0.2,6.17,110,174,130,155,285,323,302
7,614173,Franchy Cordero,624,1.1,1,3,null,4,2.031,1.881,0.935,7,7,111.4,28,2210,88.4,87.9,0,7,0,-0.5,5.91,121,149,109,150,296,323,305
7,571788,Brock Holt,1473,0.5,1,3,null,4,2.031,1.522,0.781,7,7,103.3,29,2389,92.5,92.5,0,7,0,0,6.23,108,152,103,149,271,313,296
7,527043,Jefry Marte,858,0.8,1,3,null,4,2.031,1.378,0.745,7,7,103.4,27,2277,87.6,87.16,0,7,0,-0.4,5.97,113,152,117,145,302,321,297
7,594694,Wilmer Difo,1816,0.4,1,3,null,4,2.031,1.096,0.583,7,7,99.8,29.3,2376,92.6,92.24,0,7,0,-0.4,6.16,116,149,101,148,292,313,302
7,488671,Alex Avila,995,0.7,1,3,null,4,2.031,1.386,0.692,7,7,104,31.3,2244,90.2,90.41,0,7,0,0.2,6.36,117,165,137,151,297,319,308
6,571875,Jake Lamb,975,0.6,1,3,null,4,2.031,1.067,0.554,6,6,101.7,32.7,2306,88.5,87.33,0,6,0,-1.2,5.53,118,166,125,154,300,323,309
6,571718,Brian Goodwin,785,0.8,1,3,null,4,2.031,1.711,0.875,6,6,104.5,28.7,2286,90.3,90.03,0,6,0,-0.3,6.17,116,143,104,145,293,319,290
6,408045,Joe Mauer,2257,0.3,1,3,null,4,2.031,1.429,0.736,6,6,103.1,29,2156,92,91.78,0,6,0,-0.2,6.1,105,147,112,147,283,314,299
6,641553,Adam Engel,1694,0.4,1,3,null,4,2.031,1.277,0.738,6,6,103.2,24.8,2183,89.9,90.05,0,6,0,0.2,6.3,100,150,101,145,297,320,291
6,605512,Preston Tucker,716,0.8,1,3,null,4,2.031,1.257,0.694,6,6,103.5,27.5,2279,86.3,86.22,0,6,0,-0.1,6.15,114,153,125,154,295,317,302
6,434670,Hanley Ramirez,747,0.8,1,3,null,4,2.031,1.313,0.787,6,6,108.2,21.7,2094,86.3,85.58,0,6,0,-0.7,5.82,102,151,117,145,300,329,299
6,467827,Gerardo Parra,1586,0.4,1,3,null,4,2.031,1.211,0.655,6,6,101.4,28,2005,88.9,88.68,0,6,0,-0.2,6.07,114,148,99,150,296,327,313
6,593871,Jorge Polanco,1403,0.4,1,3,null,4,2.031,1.003,0.601,6,6,101.6,25.3,2234,91.1,90.65,0,6,0,-0.4,6,109,148,114,145,287,314,290
6,516472,Francisco Arcia,379,1.6,1,3,null,4,2.031,1.016,0.598,6,6,99.8,26.3,2091,88.2,88,0,6,0,-0.2,6.15,117,152,107,148,290,315,303
6,456124,Erik Kratz,805,0.7,1,3,null,4,2.031,1.419,0.712,6,6,103.4,31.3,2165,88.5,88.53,0,6,0,0,6.18,118,154,116,148,303,318,295
6,456078,Welington Castillo,743,0.8,1,3,null,4,2.031,1.376,0.699,6,6,103.8,30.8,2317,89.8,89.18,0,6,0,-0.6,5.98,109,153,115,146,310,322,289
6,462101,Elvis Andrus,1627,0.4,1,3,null,4,2.031,1.181,0.643,6,6,102.2,28,2272,90.4,89.6,0,6,0,-0.8,5.93,105,151,113,148,300,324,292
6,501303,Ehire Adrianza,1414,0.4,1,3,null,4,2.031,1.052,0.561,6,6,100.1,29.7,2023,92.2,92.72,0,6,0,0.5,6.43,101,150,107,141,287,311,293
6,588751,Adeiny Hechavarria,1106,0.5,1,3,null,4,2.031,0.75,0.47,6,6,99.3,27.2,2398,89.2,88.2,0,6,0,-1,5.75,113,153,110,148,297,315,278
6,641583,Dustin Fowler,766,0.8,1,3,null,4,2.031,1.502,0.765,6,6,103.1,28.8,2176,90.4,90.15,0,6,0,-0.2,6.05,118,148,102,148,285,313,298
